Date,Dose,Age,Cumul
2022-02-17,1차,y12,0 
2022-02-16,1차,y12,0 
2022-02-15,1차,y12,0 
2022-02-14,1차,y12,0 
2022-02-13,1차,y12,0 
2022-02-12,1차,y12,0 
2022-02-11,1차,y12,0 
2022-02-10,1차,y12,0 
2022-02-09,1차,y12,0 
2022-02-08,1차,y12,0 
2022-02-07,1차,y12,0 
2022-02-06,1차,y12,0 
2022-02-05,1차,y12,0 
2022-02-04,1차,y12,0 
2022-02-03,1차,y12,0 
2022-02-02,1차,y12,0 
2022-02-01,1차,y12,0 
2022-01-31,1차,y12,0 
2022-01-30,1차,y12,0 
2022-01-29,1차,y12,0 
2022-01-28,1차,y12,0 
2022-01-27,1차,y12,0 
2022-01-26,1차,y12,0 
2022-01-25,1차,y12,0 
2022-01-24,1차,y12,0 
2022-01-23,1차,y12,0 
2022-01-22,1차,y12,0 
2022-01-21,1차,y12,0 
2022-01-20,1차,y12,0 
2022-01-19,1차,y12,0 
2022-01-18,1차,y12,0 
2022-01-17,1차,y12,0 
2022-01-16,1차,y12,0 
2022-01-15,1차,y12,0 
2022-01-14,1차,y12,0 
2022-01-13,1차,y12,0 
2022-01-12,1차,y12,0 
2022-01-11,1차,y12,0 
2022-01-10,1차,y12,0 
2022-01-09,1차,y12,0 
2022-01-08,1차,y12,0 
2022-01-07,1차,y12,0 
2022-01-06,1차,y12,0 
2022-01-05,1차,y12,0 
2022-01-04,1차,y12,0 
2022-01-02,1차,y12,0 
2022-01-01,1차,y12,0 
2021-12-31,1차,y12,0 
2021-12-30,1차,y12,0 
2021-12-29,1차,y12,0 
2021-12-28,1차,y12,0 
2021-12-26,1차,y12,0 
2021-12-25,1차,y12,0 
2021-12-24,1차,y12,0 
2021-12-23,1차,y12,0 
2021-12-22,1차,y12,0 
2021-12-21,1차,y12,0 
2021-12-19,1차,y12,0 
2021-12-18,1차,y12,0 
2021-12-17,1차,y12,0 
2021-12-16,1차,y12,0 
2021-12-15,1차,y12,0 
2021-12-14,1차,y12,0 
2021-12-12,1차,y12,0 
2021-12-11,1차,y12,0 
2021-12-10,1차,y12,0 
2021-12-09,1차,y12,0 
2021-12-08,1차,y12,0 
2021-12-07,1차,y12,0 
2021-12-06,1차,y12,0 
2021-12-05,1차,y12,0 
2021-12-04,1차,y12,0 
2021-12-03,1차,y12,0 
2021-12-02,1차,y12,0 
2021-12-01,1차,y12,0 
2021-11-30,1차,y12,0 
2021-11-29,1차,y12,0 
2021-11-28,1차,y12,0 
2021-11-27,1차,y12,0 
2021-11-26,1차,y12,0 
2021-11-25,1차,y12,0 
2021-11-24,1차,y12,0 
2021-11-23,1차,y12,0 
2021-11-22,1차,y12,0 
2021-11-21,1차,y12,0 
2021-11-20,1차,y12,0 
2021-11-19,1차,y12,0 
2021-11-18,1차,y12,0 
2021-11-17,1차,y12,0 
2021-11-16,1차,y12,0 
2021-11-15,1차,y12,0 
2021-11-14,1차,y12,0 
2021-11-13,1차,y12,0 
2021-11-12,1차,y12,0 
2021-11-11,1차,y12,0 
2021-11-10,1차,y12,0 
2021-11-09,1차,y12,0 
2021-11-08,1차,y12,0 
2021-11-07,1차,y12,0 
2021-11-06,1차,y12,0 
2021-11-05,1차,y12,0 
2021-11-04,1차,y12,0 
2021-11-03,1차,y12,0 
2021-11-02,1차,y12,0 
2021-11-01,1차,y12,0 
2021-10-31,1차,y12,0 
2022-02-17,1차,y12-17,1842415 
2022-02-16,1차,y12-17,1840468 
2022-02-15,1차,y12-17,1838703 
2022-02-14,1차,y12-17,1836646 
2022-02-13,1차,y12-17,1834051 
2022-02-12,1차,y12-17,1833903 
2022-02-11,1차,y12-17,1830629 
2022-02-10,1차,y12-17,1826880 
2022-02-09,1차,y12-17,1824753 
2022-02-08,1차,y12-17,1822927 
2022-02-07,1차,y12-17,1820906 
2022-02-06,1차,y12-17,1817794 
2022-02-05,1차,y12-17,1817576 
2022-02-04,1차,y12-17,1813433 
2022-02-03,1차,y12-17,1807552 
2022-02-02,1차,y12-17,1802522 
2022-02-01,1차,y12-17,1802324 
2022-01-31,1차,y12-17,1802310 
2022-01-30,1차,y12-17,1802107 
2022-01-29,1차,y12-17,1801831 
2022-01-28,1차,y12-17,1797860 
2022-01-27,1차,y12-17,1792372 
2022-01-26,1차,y12-17,1788802 
2022-01-25,1차,y12-17,1785365 
2022-01-24,1차,y12-17,1781859 
2022-01-23,1차,y12-17,1777421 
2022-01-22,1차,y12-17,1777208 
2022-01-21,1차,y12-17,1772206 
2022-01-20,1차,y12-17,1765400 
2022-01-19,1차,y12-17,1761400 
2022-01-18,1차,y12-17,1757846 
2022-01-17,1차,y12-17,1753704 
2022-01-16,1차,y12-17,1748481 
2022-01-15,1차,y12-17,1748221 
2022-01-14,1차,y12-17,1742344 
2022-01-13,1차,y12-17,1733616 
2022-01-12,1차,y12-17,1728235 
2022-01-11,1차,y12-17,1722888 
2022-01-10,1차,y12-17,1716713 
2022-01-09,1차,y12-17,1709080 
2022-01-08,1차,y12-17,1708752 
2022-01-07,1차,y12-17,1701768 
2022-01-06,1차,y12-17,1692027 
2022-01-05,1차,y12-17,1685322 
2022-01-04,1차,y12-17,1678242 
2022-01-02,1차,y12-17,1670325 
2022-01-01,1차,y12-17,2078387 
2021-12-31,1차,y12-17,2076259 
2021-12-30,1차,y12-17,2049444 
2021-12-29,1차,y12-17,2021176 
2021-12-28,1차,y12-17,1991542 
2021-12-26,1차,y12-17,1967601 
2021-12-25,1차,y12-17,1922603 
2021-12-24,1차,y12-17,1917930 
2021-12-23,1차,y12-17,1878320 
2021-12-22,1차,y12-17,1831934 
2021-12-21,1차,y12-17,1780316 
2021-12-19,1차,y12-17,1748161 
2021-12-18,1차,y12-17,1687658 
2021-12-17,1차,y12-17,1650663 
2021-12-16,1차,y12-17,1600787 
2021-12-15,1차,y12-17,1549120 
2021-12-14,1차,y12-17,1504278 
2021-12-12,1차,y12-17,1485762 
2021-12-11,1차,y12-17,1447164 
2021-12-10,1차,y12-17,1433562 
2021-12-09,1차,y12-17,1411571 
2021-12-08,1차,y12-17,1390410 
2021-12-07,1차,y12-17,1370305 
2021-12-06,1차,y12-17,1358952 
2021-12-05,1차,y12-17,1337880 
2021-12-04,1차,y12-17,1337452 
2021-12-03,1차,y12-17,1329040 
2021-12-02,1차,y12-17,1318417 
2021-12-01,1차,y12-17,1308441 
2021-11-30,1차,y12-17,1297240 
2021-11-29,1차,y12-17,1290057 
2021-11-28,1차,y12-17,1277214 
2021-11-27,1차,y12-17,1276908 
2021-11-26,1차,y12-17,1251765 
2021-11-25,1차,y12-17,1214894 
2021-11-24,1차,y12-17,1181237 
2021-11-23,1차,y12-17,1147948 
2021-11-22,1차,y12-17,1133522 
2021-11-21,1차,y12-17,1102649 
2021-11-20,1차,y12-17,1102068 
2021-11-19,1차,y12-17,1083605 
2021-11-18,1차,y12-17,1054749 
2021-11-17,1차,y12-17,1025959 
2021-11-16,1차,y12-17,997639 
2021-11-15,1차,y12-17,982933 
2021-11-14,1차,y12-17,944830 
2021-11-13,1차,y12-17,943799 
2021-11-12,1차,y12-17,899178 
2021-11-11,1차,y12-17,844497 
2021-11-10,1차,y12-17,800196 
2021-11-09,1차,y12-17,750814 
2021-11-08,1차,y12-17,726927 
2021-11-07,1차,y12-17,639380 
2021-11-06,1차,y12-17,638336 
2021-11-05,1차,y12-17,605714 
2021-11-04,1차,y12-17,567448 
2021-11-03,1차,y12-17,531594 
2021-11-02,1차,y12-17,492017 
2021-11-01,1차,y12-17,478427 
2021-10-31,1차,y12-17,431379 
2022-02-17,1차,y18-29,7253656 
2022-02-16,1차,y18-29,7251541 
2022-02-15,1차,y18-29,7249492 
2022-02-14,1차,y18-29,7247300 
2022-02-13,1차,y18-29,7244388 
2022-02-12,1차,y18-29,7244309 
2022-02-11,1차,y18-29,7243551 
2022-02-10,1차,y18-29,7241882 
2022-02-09,1차,y18-29,7240480 
2022-02-08,1차,y18-29,7239162 
2022-02-07,1차,y18-29,7237640 
2022-02-06,1차,y18-29,7235312 
2022-02-05,1차,y18-29,7235210 
2022-02-04,1차,y18-29,7234249 
2022-02-03,1차,y18-29,7231566 
2022-02-02,1차,y18-29,7228433 
2022-02-01,1차,y18-29,7228340 
2022-01-31,1차,y18-29,7228313 
2022-01-30,1차,y18-29,7228131 
2022-01-29,1차,y18-29,7227993 
2022-01-28,1차,y18-29,7226827 
2022-01-27,1차,y18-29,7224175 
2022-01-26,1차,y18-29,7222223 
2022-01-25,1차,y18-29,7220358 
2022-01-24,1차,y18-29,7218311 
2022-01-23,1차,y18-29,7215396 
2022-01-22,1차,y18-29,7215243 
2022-01-21,1차,y18-29,7213905 
2022-01-20,1차,y18-29,7211228 
2022-01-19,1차,y18-29,7209202 
2022-01-18,1차,y18-29,7207066 
2022-01-17,1차,y18-29,7204572 
2022-01-16,1차,y18-29,7200828 
2022-01-15,1차,y18-29,7200668 
2022-01-14,1차,y18-29,7198497 
2022-01-13,1차,y18-29,7194728 
2022-01-12,1차,y18-29,7191692 
2022-01-11,1차,y18-29,7188409 
2022-01-10,1차,y18-29,7184550 
2022-01-09,1차,y18-29,7178999 
2022-01-08,1차,y18-29,7178741 
2022-01-07,1차,y18-29,7176062 
2022-01-06,1차,y18-29,7171381 
2022-01-05,1차,y18-29,7167623 
2022-01-04,1차,y18-29,7163338 
2022-01-02,1차,y18-29,7157621 
2022-01-01,1차,y18-29,7416478 
2021-12-31,1차,y18-29,7415068 
2021-12-30,1차,y18-29,7407191 
2021-12-29,1차,y18-29,7400753 
2021-12-28,1차,y18-29,7393804 
2021-12-26,1차,y18-29,7385499 
2021-12-25,1차,y18-29,7372485 
2021-12-24,1차,y18-29,7370331 
2021-12-23,1차,y18-29,7358137 
2021-12-22,1차,y18-29,7346662 
2021-12-21,1차,y18-29,7332812 
2021-12-19,1차,y18-29,7316869 
2021-12-18,1차,y18-29,7292498 
2021-12-17,1차,y18-29,7281272 
2021-12-16,1차,y18-29,7263449 
2021-12-15,1차,y18-29,7248467 
2021-12-14,1차,y18-29,7234528 
2021-12-12,1차,y18-29,7221659 
2021-12-11,1차,y18-29,7207983 
2021-12-10,1차,y18-29,7203488 
2021-12-09,1차,y18-29,7191961 
2021-12-08,1차,y18-29,7182950 
2021-12-07,1차,y18-29,7174247 
2021-12-06,1차,y18-29,7164223 
2021-12-05,1차,y18-29,7152683 
2021-12-04,1차,y18-29,7152140 
2021-12-03,1차,y18-29,7146977 
2021-12-02,1차,y18-29,7139491 
2021-12-01,1차,y18-29,7135444 
2021-11-30,1차,y18-29,7131212 
2021-11-29,1차,y18-29,7126758 
2021-11-28,1차,y18-29,7120319 
2021-11-27,1차,y18-29,7120064 
2021-11-26,1차,y18-29,7117269 
2021-11-25,1차,y18-29,7111421 
2021-11-24,1차,y18-29,7106455 
2021-11-23,1차,y18-29,7101662 
2021-11-22,1차,y18-29,7096649 
2021-11-21,1차,y18-29,7089868 
2021-11-20,1차,y18-29,7089549 
2021-11-19,1차,y18-29,7085964 
2021-11-18,1차,y18-29,7079068 
2021-11-17,1차,y18-29,7073141 
2021-11-16,1차,y18-29,7066528 
2021-11-15,1차,y18-29,7059211 
2021-11-14,1차,y18-29,7050217 
2021-11-13,1차,y18-29,7049705 
2021-11-12,1차,y18-29,7046047 
2021-11-11,1차,y18-29,7037080 
2021-11-10,1차,y18-29,7030184 
2021-11-09,1차,y18-29,7023061 
2021-11-08,1차,y18-29,7014833 
2021-11-07,1차,y18-29,7004519 
2021-11-06,1차,y18-29,7003983 
2021-11-05,1차,y18-29,6998671 
2021-11-04,1차,y18-29,6987492 
2021-11-03,1차,y18-29,6978333 
2021-11-02,1차,y18-29,6968385 
2021-11-01,1차,y18-29,6957099 
2021-10-31,1차,y18-29,6942150 
2022-02-17,1차,y30-39,6349795 
2022-02-16,1차,y30-39,6347323 
2022-02-15,1차,y30-39,6344971 
2022-02-14,1차,y30-39,6342480 
2022-02-13,1차,y30-39,6339294 
2022-02-12,1차,y30-39,6339226 
2022-02-11,1차,y30-39,6338337 
2022-02-10,1차,y30-39,6336447 
2022-02-09,1차,y30-39,6335040 
2022-02-08,1차,y30-39,6333782 
2022-02-07,1차,y30-39,6332349 
2022-02-06,1차,y30-39,6330108 
2022-02-05,1차,y30-39,6330029 
2022-02-04,1차,y30-39,6328837 
2022-02-03,1차,y30-39,6325961 
2022-02-02,1차,y30-39,6322889 
2022-02-01,1차,y30-39,6322804 
2022-01-31,1차,y30-39,6322774 
2022-01-30,1차,y30-39,6322607 
2022-01-29,1차,y30-39,6322478 
2022-01-28,1차,y30-39,6320790 
2022-01-27,1차,y30-39,6317756 
2022-01-26,1차,y30-39,6315779 
2022-01-25,1차,y30-39,6314014 
2022-01-24,1차,y30-39,6312096 
2022-01-23,1차,y30-39,6309365 
2022-01-22,1차,y30-39,6309256 
2022-01-21,1차,y30-39,6307673 
2022-01-20,1차,y30-39,6304651 
2022-01-19,1차,y30-39,6303110 
2022-01-18,1차,y30-39,6300474 
2022-01-17,1차,y30-39,6297973 
2022-01-16,1차,y30-39,6294250 
2022-01-15,1차,y30-39,6294071 
2022-01-14,1차,y30-39,6291484 
2022-01-13,1차,y30-39,6286776 
2022-01-12,1차,y30-39,6283328 
2022-01-11,1차,y30-39,6279995 
2022-01-10,1차,y30-39,6275946 
2022-01-09,1차,y30-39,6270368 
2022-01-08,1차,y30-39,6270149 
2022-01-07,1차,y30-39,6266917 
2022-01-06,1차,y30-39,6260990 
2022-01-05,1차,y30-39,6256463 
2022-01-04,1차,y30-39,6252105 
2022-01-02,1차,y30-39,6246306 
2022-01-01,1차,y30-39,6315105 
2021-12-31,1차,y30-39,6313754 
2021-12-30,1차,y30-39,6304955 
2021-12-29,1차,y30-39,6299225 
2021-12-28,1차,y30-39,6293372 
2021-12-26,1차,y30-39,6287107 
2021-12-25,1차,y30-39,6277067 
2021-12-24,1차,y30-39,6275262 
2021-12-23,1차,y30-39,6262933 
2021-12-22,1차,y30-39,6253475 
2021-12-21,1차,y30-39,6242604 
2021-12-19,1차,y30-39,6230461 
2021-12-18,1차,y30-39,6210892 
2021-12-17,1차,y30-39,6199907 
2021-12-16,1차,y30-39,6182460 
2021-12-15,1차,y30-39,6169140 
2021-12-14,1차,y30-39,6157056 
2021-12-12,1차,y30-39,6145970 
2021-12-11,1차,y30-39,6134046 
2021-12-10,1차,y30-39,6129556 
2021-12-09,1차,y30-39,6119951 
2021-12-08,1차,y30-39,6112650 
2021-12-07,1차,y30-39,6105029 
2021-12-06,1차,y30-39,6096953 
2021-12-05,1차,y30-39,6087406 
2021-12-04,1차,y30-39,6086943 
2021-12-03,1차,y30-39,6082431 
2021-12-02,1차,y30-39,6074964 
2021-12-01,1차,y30-39,6071104 
2021-11-30,1차,y30-39,6067528 
2021-11-29,1차,y30-39,6063615 
2021-11-28,1차,y30-39,6058385 
2021-11-27,1차,y30-39,6058190 
2021-11-26,1차,y30-39,6055498 
2021-11-25,1차,y30-39,6050095 
2021-11-24,1차,y30-39,6046040 
2021-11-23,1차,y30-39,6042308 
2021-11-22,1차,y30-39,6038437 
2021-11-21,1차,y30-39,6033007 
2021-11-20,1차,y30-39,6032737 
2021-11-19,1차,y30-39,6029859 
2021-11-18,1차,y30-39,6023883 
2021-11-17,1차,y30-39,6018987 
2021-11-16,1차,y30-39,6014119 
2021-11-15,1차,y30-39,6008771 
2021-11-14,1차,y30-39,6002029 
2021-11-13,1차,y30-39,6001637 
2021-11-12,1차,y30-39,5998553 
2021-11-11,1차,y30-39,5991231 
2021-11-10,1차,y30-39,5985636 
2021-11-09,1차,y30-39,5980499 
2021-11-08,1차,y30-39,5974637 
2021-11-07,1차,y30-39,5966824 
2021-11-06,1차,y30-39,5966466 
2021-11-05,1차,y30-39,5962331 
2021-11-04,1차,y30-39,5953254 
2021-11-03,1차,y30-39,5946241 
2021-11-02,1차,y30-39,5939604 
2021-11-01,1차,y30-39,5931751 
2021-10-31,1차,y30-39,5921982 
2022-02-17,1차,y40-49,7701633 
2022-02-16,1차,y40-49,7699644 
2022-02-15,1차,y40-49,7697499 
2022-02-14,1차,y40-49,7695528 
2022-02-13,1차,y40-49,7693104 
2022-02-12,1차,y40-49,7693080 
2022-02-11,1차,y40-49,7692616 
2022-02-10,1차,y40-49,7691516 
2022-02-09,1차,y40-49,7690638 
2022-02-08,1차,y40-49,7689801 
2022-02-07,1차,y40-49,7688892 
2022-02-06,1차,y40-49,7687435 
2022-02-05,1차,y40-49,7687399 
2022-02-04,1차,y40-49,7686774 
2022-02-03,1차,y40-49,7684890 
2022-02-02,1차,y40-49,7682737 
2022-02-01,1차,y40-49,7682713 
2022-01-31,1차,y40-49,7682698 
2022-01-30,1차,y40-49,7682601 
2022-01-29,1차,y40-49,7682543 
2022-01-28,1차,y40-49,7681676 
2022-01-27,1차,y40-49,7679897 
2022-01-26,1차,y40-49,7678617 
2022-01-25,1차,y40-49,7677414 
2022-01-24,1차,y40-49,7676106 
2022-01-23,1차,y40-49,7674240 
2022-01-22,1차,y40-49,7674186 
2022-01-21,1차,y40-49,7673322 
2022-01-20,1차,y40-49,7671495 
2022-01-19,1차,y40-49,7670061 
2022-01-18,1차,y40-49,7668634 
2022-01-17,1차,y40-49,7666823 
2022-01-16,1차,y40-49,7664160 
2022-01-15,1차,y40-49,7664065 
2022-01-14,1차,y40-49,7662562 
2022-01-13,1차,y40-49,7659624 
2022-01-12,1차,y40-49,7657348 
2022-01-11,1차,y40-49,7654861 
2022-01-10,1차,y40-49,7651836 
2022-01-09,1차,y40-49,7647583 
2022-01-08,1차,y40-49,7647467 
2022-01-07,1차,y40-49,7645473 
2022-01-06,1차,y40-49,7641848 
2022-01-05,1차,y40-49,7638948 
2022-01-04,1차,y40-49,7635840 
2022-01-02,1차,y40-49,7631568 
2022-01-01,1차,y40-49,7707497 
2021-12-31,1차,y40-49,7706804 
2021-12-30,1차,y40-49,7700835 
2021-12-29,1차,y40-49,7696864 
2021-12-28,1차,y40-49,7692572 
2021-12-26,1차,y40-49,7687913 
2021-12-25,1차,y40-49,7680835 
2021-12-24,1차,y40-49,7679671 
2021-12-23,1차,y40-49,7670959 
2021-12-22,1차,y40-49,7664057 
2021-12-21,1차,y40-49,7656311 
2021-12-19,1차,y40-49,7647681 
2021-12-18,1차,y40-49,7634377 
2021-12-17,1차,y40-49,7627153 
2021-12-16,1차,y40-49,7615114 
2021-12-15,1차,y40-49,7605864 
2021-12-14,1차,y40-49,7596847 
2021-12-12,1차,y40-49,7588641 
2021-12-11,1차,y40-49,7579981 
2021-12-10,1차,y40-49,7577084 
2021-12-09,1차,y40-49,7571180 
2021-12-08,1차,y40-49,7566495 
2021-12-07,1차,y40-49,7561673 
2021-12-06,1차,y40-49,7556658 
2021-12-05,1차,y40-49,7550915 
2021-12-04,1차,y40-49,7550723 
2021-12-03,1차,y40-49,7548041 
2021-12-02,1차,y40-49,7543680 
2021-12-01,1차,y40-49,7541146 
2021-11-30,1차,y40-49,7538708 
2021-11-29,1차,y40-49,7535947 
2021-11-28,1차,y40-49,7532464 
2021-11-27,1차,y40-49,7532339 
2021-11-26,1차,y40-49,7530650 
2021-11-25,1차,y40-49,7527272 
2021-11-24,1차,y40-49,7524790 
2021-11-23,1차,y40-49,7522221 
2021-11-22,1차,y40-49,7519573 
2021-11-21,1차,y40-49,7516157 
2021-11-20,1차,y40-49,7516013 
2021-11-19,1차,y40-49,7514154 
2021-11-18,1차,y40-49,7510456 
2021-11-17,1차,y40-49,7507406 
2021-11-16,1차,y40-49,7504174 
2021-11-15,1차,y40-49,7500719 
2021-11-14,1차,y40-49,7496317 
2021-11-13,1차,y40-49,7496076 
2021-11-12,1차,y40-49,7493917 
2021-11-11,1차,y40-49,7489289 
2021-11-10,1차,y40-49,7485725 
2021-11-09,1차,y40-49,7482029 
2021-11-08,1차,y40-49,7477871 
2021-11-07,1차,y40-49,7472390 
2021-11-06,1차,y40-49,7472177 
2021-11-05,1차,y40-49,7469443 
2021-11-04,1차,y40-49,7463423 
2021-11-03,1차,y40-49,7458805 
2021-11-02,1차,y40-49,7454339 
2021-11-01,1차,y40-49,7449174 
2021-10-31,1차,y40-49,7442712 
2022-02-17,1차,y50-59,8420354 
2022-02-16,1차,y50-59,8419221 
2022-02-15,1차,y50-59,8417997 
2022-02-14,1차,y50-59,8416705 
2022-02-13,1차,y50-59,8415167 
2022-02-12,1차,y50-59,8415145 
2022-02-11,1차,y50-59,8414833 
2022-02-10,1차,y50-59,8413990 
2022-02-09,1차,y50-59,8413226 
2022-02-08,1차,y50-59,8412604 
2022-02-07,1차,y50-59,8411841 
2022-02-06,1차,y50-59,8410637 
2022-02-05,1차,y50-59,8410611 
2022-02-04,1차,y50-59,8410195 
2022-02-03,1차,y50-59,8408757 
2022-02-02,1차,y50-59,8406959 
2022-02-01,1차,y50-59,8406942 
2022-01-31,1차,y50-59,8406938 
2022-01-30,1차,y50-59,8406896 
2022-01-29,1차,y50-59,8406866 
2022-01-28,1차,y50-59,8406337 
2022-01-27,1차,y50-59,8405015 
2022-01-26,1차,y50-59,8403933 
2022-01-25,1차,y50-59,8402976 
2022-01-24,1차,y50-59,8401912 
2022-01-23,1차,y50-59,8400517 
2022-01-22,1차,y50-59,8400492 
2022-01-21,1차,y50-59,8399983 
2022-01-20,1차,y50-59,8398654 
2022-01-19,1차,y50-59,8397558 
2022-01-18,1차,y50-59,8396359 
2022-01-17,1차,y50-59,8394867 
2022-01-16,1차,y50-59,8392555 
2022-01-15,1차,y50-59,8392498 
2022-01-14,1차,y50-59,8391504 
2022-01-13,1차,y50-59,8389448 
2022-01-12,1차,y50-59,8387633 
2022-01-11,1차,y50-59,8385525 
2022-01-10,1차,y50-59,8382907 
2022-01-09,1차,y50-59,8379584 
2022-01-08,1차,y50-59,8379513 
2022-01-07,1차,y50-59,8378327 
2022-01-06,1차,y50-59,8376008 
2022-01-05,1차,y50-59,8373879 
2022-01-04,1차,y50-59,8371501 
2022-01-02,1차,y50-59,8368266 
2022-01-01,1차,y50-59,8361449 
2021-12-31,1차,y50-59,8361166 
2021-12-30,1차,y50-59,8357066 
2021-12-29,1차,y50-59,8354073 
2021-12-28,1차,y50-59,8350814 
2021-12-26,1차,y50-59,8347259 
2021-12-25,1차,y50-59,8342124 
2021-12-24,1차,y50-59,8341538 
2021-12-23,1차,y50-59,8335540 
2021-12-22,1차,y50-59,8330552 
2021-12-21,1차,y50-59,8324924 
2021-12-19,1차,y50-59,8318535 
2021-12-18,1차,y50-59,8309628 
2021-12-17,1차,y50-59,8305650 
2021-12-16,1차,y50-59,8298083 
2021-12-15,1차,y50-59,8291437 
2021-12-14,1차,y50-59,8284949 
2021-12-12,1차,y50-59,8279258 
2021-12-11,1차,y50-59,8273659 
2021-12-10,1차,y50-59,8272195 
2021-12-09,1차,y50-59,8268788 
2021-12-08,1차,y50-59,8265963 
2021-12-07,1차,y50-59,8263123 
2021-12-06,1차,y50-59,8260231 
2021-12-05,1차,y50-59,8257111 
2021-12-04,1차,y50-59,8257031 
2021-12-03,1차,y50-59,8255799 
2021-12-02,1차,y50-59,8253325 
2021-12-01,1차,y50-59,8251715 
2021-11-30,1차,y50-59,8249854 
2021-11-29,1차,y50-59,8247712 
2021-11-28,1차,y50-59,8245352 
2021-11-27,1차,y50-59,8245285 
2021-11-26,1차,y50-59,8244267 
2021-11-25,1차,y50-59,8242108 
2021-11-24,1차,y50-59,8240398 
2021-11-23,1차,y50-59,8238627 
2021-11-22,1차,y50-59,8236685 
2021-11-21,1차,y50-59,8234273 
2021-11-20,1차,y50-59,8234211 
2021-11-19,1차,y50-59,8233111 
2021-11-18,1차,y50-59,8230718 
2021-11-17,1차,y50-59,8228752 
2021-11-16,1차,y50-59,8226598 
2021-11-15,1차,y50-59,8224199 
2021-11-14,1차,y50-59,8221401 
2021-11-13,1차,y50-59,8221278 
2021-11-12,1차,y50-59,8220084 
2021-11-11,1차,y50-59,8217266 
2021-11-10,1차,y50-59,8214779 
2021-11-09,1차,y50-59,8212161 
2021-11-08,1차,y50-59,8209013 
2021-11-07,1차,y50-59,8205197 
2021-11-06,1차,y50-59,8205091 
2021-11-05,1차,y50-59,8203495 
2021-11-04,1차,y50-59,8199815 
2021-11-03,1차,y50-59,8196904 
2021-11-02,1차,y50-59,8193803 
2021-11-01,1차,y50-59,8190245 
2021-10-31,1차,y50-59,8186251 
2022-02-17,1차,y60-69,7237707 
2022-02-16,1차,y60-69,7237004 
2022-02-15,1차,y60-69,7236241 
2022-02-14,1차,y60-69,7235523 
2022-02-13,1차,y60-69,7234752 
2022-02-12,1차,y60-69,7234749 
2022-02-11,1차,y60-69,7234581 
