Date,Dose,Age,Cumul
2022-02-10,1차,y60-69,7234098 
2022-02-09,1차,y60-69,7233692 
2022-02-08,1차,y60-69,7233315 
2022-02-07,1차,y60-69,7232850 
2022-02-06,1차,y60-69,7232240 
2022-02-05,1차,y60-69,7232236 
2022-02-04,1차,y60-69,7232054 
2022-02-03,1차,y60-69,7231301 
2022-02-02,1차,y60-69,7230399 
2022-02-01,1차,y60-69,7230386 
2022-01-31,1차,y60-69,7230383 
2022-01-30,1차,y60-69,7230368 
2022-01-29,1차,y60-69,7230358 
2022-01-28,1차,y60-69,7230134 
2022-01-27,1차,y60-69,7229439 
2022-01-26,1차,y60-69,7228835 
2022-01-25,1차,y60-69,7228302 
2022-01-24,1차,y60-69,7227676 
2022-01-23,1차,y60-69,7226857 
2022-01-22,1차,y60-69,7226848 
2022-01-21,1차,y60-69,7226620 
2022-01-20,1차,y60-69,7225865 
2022-01-19,1차,y60-69,7225240 
2022-01-18,1차,y60-69,7224553 
2022-01-17,1차,y60-69,7223695 
2022-01-16,1차,y60-69,7222477 
2022-01-15,1차,y60-69,7222453 
2022-01-14,1차,y60-69,7222043 
2022-01-13,1차,y60-69,7220835 
2022-01-12,1차,y60-69,7219745 
2022-01-11,1차,y60-69,7218431 
2022-01-10,1차,y60-69,7216804 
2022-01-09,1차,y60-69,7214862 
2022-01-08,1차,y60-69,7214833 
2022-01-07,1차,y60-69,7214245 
2022-01-06,1차,y60-69,7212817 
2022-01-05,1차,y60-69,7211535 
2022-01-04,1차,y60-69,7210040 
2022-01-02,1차,y60-69,7208064 
2022-01-01,1차,y60-69,6913206 
2021-12-31,1차,y60-69,6913088 
2021-12-30,1차,y60-69,6910810 
2021-12-29,1차,y60-69,6908887 
2021-12-28,1차,y60-69,6906854 
2021-12-26,1차,y60-69,6904540 
2021-12-25,1차,y60-69,6901646 
2021-12-24,1차,y60-69,6901436 
2021-12-23,1차,y60-69,6897977 
2021-12-22,1차,y60-69,6894740 
2021-12-21,1차,y60-69,6891116 
2021-12-19,1차,y60-69,6887162 
2021-12-18,1차,y60-69,6882122 
2021-12-17,1차,y60-69,6880228 
2021-12-16,1차,y60-69,6875572 
2021-12-15,1차,y60-69,6871400 
2021-12-14,1차,y60-69,6867237 
2021-12-12,1차,y60-69,6863446 
2021-12-11,1차,y60-69,6859922 
2021-12-10,1차,y60-69,6859087 
2021-12-09,1차,y60-69,6856517 
2021-12-08,1차,y60-69,6854451 
2021-12-07,1차,y60-69,6852546 
2021-12-06,1차,y60-69,6850579 
2021-12-05,1차,y60-69,6848746 
2021-12-04,1차,y60-69,6848715 
2021-12-03,1차,y60-69,6848075 
2021-12-02,1차,y60-69,6846370 
2021-12-01,1차,y60-69,6845177 
2021-11-30,1차,y60-69,6843833 
2021-11-29,1차,y60-69,6842409 
2021-11-28,1차,y60-69,6840782 
2021-11-27,1차,y60-69,6840748 
2021-11-26,1차,y60-69,6840261 
2021-11-25,1차,y60-69,6838676 
2021-11-24,1차,y60-69,6837413 
2021-11-23,1차,y60-69,6836063 
2021-11-22,1차,y60-69,6834814 
2021-11-21,1차,y60-69,6833330 
2021-11-20,1차,y60-69,6833304 
2021-11-19,1차,y60-69,6832725 
2021-11-18,1차,y60-69,6831188 
2021-11-17,1차,y60-69,6829851 
2021-11-16,1차,y60-69,6828358 
2021-11-15,1차,y60-69,6826844 
2021-11-14,1차,y60-69,6825060 
2021-11-13,1차,y60-69,6825026 
2021-11-12,1차,y60-69,6824444 
2021-11-11,1차,y60-69,6822695 
2021-11-10,1차,y60-69,6821180 
2021-11-09,1차,y60-69,6819536 
2021-11-08,1차,y60-69,6817657 
2021-11-07,1차,y60-69,6815596 
2021-11-06,1차,y60-69,6815551 
2021-11-05,1차,y60-69,6814820 
2021-11-04,1차,y60-69,6812668 
2021-11-03,1차,y60-69,6810996 
2021-11-02,1차,y60-69,6809170 
2021-11-01,1차,y60-69,6807084 
2021-10-31,1차,y60-69,6804796 
2022-02-17,1차,y70-79,3742682 
2022-02-16,1차,y70-79,3742375 
2022-02-15,1차,y70-79,3742087 
2022-02-14,1차,y70-79,3741769 
2022-02-13,1차,y70-79,3741467 
2022-02-12,1차,y70-79,3741464 
2022-02-11,1차,y70-79,3741414 
2022-02-10,1차,y70-79,3741250 
2022-02-09,1차,y70-79,3741048 
2022-02-08,1차,y70-79,3740882 
2022-02-07,1차,y70-79,3740710 
2022-02-06,1차,y70-79,3740497 
2022-02-05,1차,y70-79,3740494 
2022-02-04,1차,y70-79,3740418 
2022-02-03,1차,y70-79,3740150 
2022-02-02,1차,y70-79,3739855 
2022-02-01,1차,y70-79,3739852 
2022-01-31,1차,y70-79,3739852 
2022-01-30,1차,y70-79,3739850 
2022-01-29,1차,y70-79,3739849 
2022-01-28,1차,y70-79,3739788 
2022-01-27,1차,y70-79,3739585 
2022-01-26,1차,y70-79,3739401 
2022-01-25,1차,y70-79,3739249 
2022-01-24,1차,y70-79,3739007 
2022-01-23,1차,y70-79,3738731 
2022-01-22,1차,y70-79,3738728 
2022-01-21,1차,y70-79,3738693 
2022-01-20,1차,y70-79,3738451 
2022-01-19,1차,y70-79,3738201 
2022-01-18,1차,y70-79,3737961 
2022-01-17,1차,y70-79,3737677 
2022-01-16,1차,y70-79,3737277 
2022-01-15,1차,y70-79,3737269 
2022-01-14,1차,y70-79,3737196 
2022-01-13,1차,y70-79,3736805 
2022-01-12,1차,y70-79,3736434 
2022-01-11,1차,y70-79,3736061 
2022-01-10,1차,y70-79,3735558 
2022-01-09,1차,y70-79,3734898 
2022-01-08,1차,y70-79,3734894 
2022-01-07,1차,y70-79,3734846 
2022-01-06,1차,y70-79,3734442 
2022-01-05,1차,y70-79,3734081 
2022-01-04,1차,y70-79,3733637 
2022-01-02,1차,y70-79,3733113 
2022-01-01,1차,y70-79,3560716 
2021-12-31,1차,y70-79,3560692 
2021-12-30,1차,y70-79,3560013 
2021-12-29,1차,y70-79,3559247 
2021-12-28,1차,y70-79,3558443 
2021-12-26,1차,y70-79,3557496 
2021-12-25,1차,y70-79,3556497 
2021-12-24,1차,y70-79,3556459 
2021-12-23,1차,y70-79,3555357 
2021-12-22,1차,y70-79,3554109 
2021-12-21,1차,y70-79,3552643 
2021-12-19,1차,y70-79,3551115 
2021-12-18,1차,y70-79,3549463 
2021-12-17,1차,y70-79,3548984 
2021-12-16,1차,y70-79,3547376 
2021-12-15,1차,y70-79,3545839 
2021-12-14,1차,y70-79,3544256 
2021-12-12,1차,y70-79,3542739 
2021-12-11,1차,y70-79,3541486 
2021-12-10,1차,y70-79,3541213 
2021-12-09,1차,y70-79,3540171 
2021-12-08,1차,y70-79,3539186 
2021-12-07,1차,y70-79,3538240 
2021-12-06,1차,y70-79,3537379 
2021-12-05,1차,y70-79,3536569 
2021-12-04,1차,y70-79,3536564 
2021-12-03,1차,y70-79,3536334 
2021-12-02,1차,y70-79,3535489 
2021-12-01,1차,y70-79,3534871 
2021-11-30,1차,y70-79,3534212 
2021-11-29,1차,y70-79,3533534 
2021-11-28,1차,y70-79,3532776 
2021-11-27,1차,y70-79,3532774 
2021-11-26,1차,y70-79,3532569 
2021-11-25,1차,y70-79,3531796 
2021-11-24,1차,y70-79,3531129 
2021-11-23,1차,y70-79,3530488 
2021-11-22,1차,y70-79,3529926 
2021-11-21,1차,y70-79,3529318 
2021-11-20,1차,y70-79,3529309 
2021-11-19,1차,y70-79,3529135 
2021-11-18,1차,y70-79,3528517 
2021-11-17,1차,y70-79,3527942 
2021-11-16,1차,y70-79,3527335 
2021-11-15,1차,y70-79,3526644 
2021-11-14,1차,y70-79,3525910 
2021-11-13,1차,y70-79,3525899 
2021-11-12,1차,y70-79,3525699 
2021-11-11,1차,y70-79,3524974 
2021-11-10,1차,y70-79,3524339 
2021-11-09,1차,y70-79,3523677 
2021-11-08,1차,y70-79,3522917 
2021-11-07,1차,y70-79,3522199 
2021-11-06,1차,y70-79,3522193 
2021-11-05,1차,y70-79,3521962 
2021-11-04,1차,y70-79,3521186 
2021-11-03,1차,y70-79,3520542 
2021-11-02,1차,y70-79,3519821 
2021-11-01,1차,y70-79,3519033 
2021-10-31,1차,y70-79,3518268 
2022-02-17,1차,y80,2230912 
2022-02-16,1차,y80,2230560 
2022-02-15,1차,y80,2230225 
2022-02-14,1차,y80,2229830 
2022-02-13,1차,y80,2229530 
2022-02-12,1차,y80,2229530 
2022-02-11,1차,y80,2229473 
2022-02-10,1차,y80,2229265 
2022-02-09,1차,y80,2229054 
2022-02-08,1차,y80,2228857 
2022-02-07,1차,y80,2228666 
2022-02-06,1차,y80,2228434 
2022-02-05,1차,y80,2228431 
2022-02-04,1차,y80,2228363 
2022-02-03,1차,y80,2228156 
2022-02-02,1차,y80,2227873 
2022-02-01,1차,y80,2227874 
2022-01-31,1차,y80,2227874 
2022-01-30,1차,y80,2227871 
2022-01-29,1차,y80,2227870 
2022-01-28,1차,y80,2227863 
2022-01-27,1차,y80,2227657 
2022-01-26,1차,y80,2227455 
2022-01-25,1차,y80,2227241 
2022-01-24,1차,y80,2227072 
2022-01-23,1차,y80,2226772 
2022-01-22,1차,y80,2226769 
2022-01-21,1차,y80,2226787 
2022-01-20,1차,y80,2226555 
2022-01-19,1차,y80,2226335 
2022-01-18,1차,y80,2226148 
2022-01-17,1차,y80,2225965 
2022-01-16,1차,y80,2225565 
2022-01-15,1차,y80,2225561 
2022-01-14,1차,y80,2225595 
2022-01-13,1차,y80,2225340 
2022-01-12,1차,y80,2225051 
2022-01-11,1차,y80,2224856 
2022-01-10,1차,y80,2224623 
2022-01-09,1차,y80,2224132 
2022-01-08,1차,y80,2224143 
2022-01-07,1차,y80,2224300 
2022-01-06,1차,y80,2224197 
2022-01-05,1차,y80,2224120 
2022-01-04,1차,y80,2224071 
2022-01-02,1차,y80,2224095 
2022-01-01,1차,y80,1929885 
2021-12-31,1차,y80,1929873 
2021-12-30,1차,y80,1929334 
2021-12-29,1차,y80,1928631 
2021-12-28,1차,y80,1927784 
2021-12-26,1차,y80,1926824 
2021-12-25,1차,y80,1926010 
2021-12-24,1차,y80,1925984 
2021-12-23,1차,y80,1925082 
2021-12-22,1차,y80,1923828 
2021-12-21,1차,y80,1922435 
2021-12-19,1차,y80,1920914 
2021-12-18,1차,y80,1919442 
2021-12-17,1차,y80,1919121 
2021-12-16,1차,y80,1917752 
2021-12-15,1차,y80,1916288 
2021-12-14,1차,y80,1914868 
2021-12-12,1차,y80,1913492 
2021-12-11,1차,y80,1912406 
2021-12-10,1차,y80,1912160 
2021-12-09,1차,y80,1911135 
2021-12-08,1차,y80,1910117 
2021-12-07,1차,y80,1908968 
2021-12-06,1차,y80,1908074 
2021-12-05,1차,y80,1907427 
2021-12-04,1차,y80,1907422 
2021-12-03,1차,y80,1907247 
2021-12-02,1차,y80,1906560 
2021-12-01,1차,y80,1905900 
2021-11-30,1차,y80,1905278 
2021-11-29,1차,y80,1904650 
2021-11-28,1차,y80,1903829 
2021-11-27,1차,y80,1903817 
2021-11-26,1차,y80,1903622 
2021-11-25,1차,y80,1902749 
2021-11-24,1차,y80,1901886 
2021-11-23,1차,y80,1901105 
2021-11-22,1차,y80,1900441 
2021-11-21,1차,y80,1899933 
2021-11-20,1차,y80,1899929 
2021-11-19,1차,y80,1899769 
2021-11-18,1차,y80,1899187 
2021-11-17,1차,y80,1898614 
2021-11-16,1차,y80,1897997 
2021-11-15,1차,y80,1897389 
2021-11-14,1차,y80,1896865 
2021-11-13,1차,y80,1896858 
2021-11-12,1차,y80,1896684 
2021-11-11,1차,y80,1896134 
2021-11-10,1차,y80,1895661 
2021-11-09,1차,y80,1895066 
2021-11-08,1차,y80,1894511 
2021-11-07,1차,y80,1894029 
2021-11-06,1차,y80,1894026 
2021-11-05,1차,y80,1893877 
2021-11-04,1차,y80,1893325 
2021-11-03,1차,y80,1892882 
2021-11-02,1차,y80,1892314 
2021-11-01,1차,y80,1891748 
2021-10-31,1차,y80,1891254 
2022-02-17,완료,y12,0 
2022-02-16,완료,y12,0 
2022-02-15,완료,y12,0 
2022-02-14,완료,y12,0 
2022-02-13,완료,y12,0 
2022-02-12,완료,y12,0 
2022-02-11,완료,y12,0 
2022-02-10,완료,y12,0 
2022-02-09,완료,y12,0 
2022-02-08,완료,y12,0 
2022-02-07,완료,y12,0 
2022-02-06,완료,y12,0 
2022-02-05,완료,y12,0 
2022-02-04,완료,y12,0 
2022-02-03,완료,y12,0 
2022-02-02,완료,y12,0 
2022-02-01,완료,y12,0 
2022-01-31,완료,y12,0 
2022-01-30,완료,y12,0 
2022-01-29,완료,y12,0 
2022-01-28,완료,y12,0 
2022-01-27,완료,y12,0 
2022-01-26,완료,y12,0 
2022-01-25,완료,y12,0 
2022-01-24,완료,y12,0 
2022-01-23,완료,y12,0 
2022-01-22,완료,y12,0 
2022-01-21,완료,y12,0 
2022-01-20,완료,y12,0 
2022-01-19,완료,y12,0 
2022-01-18,완료,y12,0 
2022-01-17,완료,y12,0 
2022-01-16,완료,y12,0 
2022-01-15,완료,y12,0 
2022-01-14,완료,y12,0 
2022-01-13,완료,y12,0 
2022-01-12,완료,y12,0 
2022-01-11,완료,y12,0 
2022-01-10,완료,y12,0 
2022-01-09,완료,y12,0 
2022-01-08,완료,y12,0 
2022-01-07,완료,y12,0 
2022-01-06,완료,y12,0 
2022-01-05,완료,y12,0 
2022-01-04,완료,y12,0 
2022-01-02,완료,y12,0 
2022-01-01,완료,y12,0 
2021-12-31,완료,y12,0 
2021-12-30,완료,y12,0 
2021-12-29,완료,y12,0 
2021-12-28,완료,y12,0 
2021-12-26,완료,y12,0 
2021-12-25,완료,y12,0 
2021-12-24,완료,y12,0 
2021-12-23,완료,y12,0 
2021-12-22,완료,y12,0 
2021-12-21,완료,y12,0 
2021-12-19,완료,y12,0 
2021-12-18,완료,y12,0 
2021-12-17,완료,y12,0 
2021-12-16,완료,y12,0 
2021-12-15,완료,y12,0 
2021-12-14,완료,y12,0 
2021-12-12,완료,y12,0 
2021-12-11,완료,y12,0 
2021-12-10,완료,y12,0 
2021-12-09,완료,y12,0 
2021-12-08,완료,y12,0 
2021-12-07,완료,y12,0 
2021-12-06,완료,y12,0 
2021-12-05,완료,y12,0 
2021-12-04,완료,y12,0 
2021-12-03,완료,y12,0 
2021-12-02,완료,y12,0 
2021-12-01,완료,y12,0 
2021-11-30,완료,y12,0 
2021-11-29,완료,y12,0 
2021-11-28,완료,y12,0 
2021-11-27,완료,y12,0 
2021-11-26,완료,y12,0 
2021-11-25,완료,y12,0 
2021-11-24,완료,y12,0 
2021-11-23,완료,y12,0 
2021-11-22,완료,y12,0 
2021-11-21,완료,y12,0 
2021-11-20,완료,y12,0 
2021-11-19,완료,y12,0 
2021-11-18,완료,y12,0 
2021-11-17,완료,y12,0 
2021-11-16,완료,y12,0 
2021-11-15,완료,y12,0 
2021-11-14,완료,y12,0 
2021-11-13,완료,y12,0 
2021-11-12,완료,y12,0 
2021-11-11,완료,y12,0 
2021-11-10,완료,y12,0 
2021-11-09,완료,y12,0 
2021-11-08,완료,y12,0 
2021-11-07,완료,y12,0 
2021-11-06,완료,y12,0 
2021-11-05,완료,y12,0 
2021-11-04,완료,y12,0 
2021-11-03,완료,y12,0 
2021-11-02,완료,y12,0 
2021-11-01,완료,y12,0 
2021-10-31,완료,y12,0 
2022-02-17,완료,y12-17,1739685 
2022-02-16,완료,y12-17,1735803 
2022-02-15,완료,y12-17,1732119 
2022-02-14,완료,y12-17,1728083 
2022-02-13,완료,y12-17,1722853 
2022-02-12,완료,y12-17,1722628 
2022-02-11,완료,y12-17,1716354 
2022-02-10,완료,y12-17,1708095 
2022-02-09,완료,y12-17,1703082 
2022-02-08,완료,y12-17,1698681 
2022-02-07,완료,y12-17,1693625 
2022-02-06,완료,y12-17,1686537 
2022-02-05,완료,y12-17,1686185 
2022-02-04,완료,y12-17,1678039 
2022-02-03,완료,y12-17,1664479 
2022-02-02,완료,y12-17,1647082 
2022-02-01,완료,y12-17,1646834 
2022-01-31,완료,y12-17,1646792 
2022-01-30,완료,y12-17,1646499 
2022-01-29,완료,y12-17,1646017 
2022-01-28,완료,y12-17,1635558 
2022-01-27,완료,y12-17,1620424 
2022-01-26,완료,y12-17,1610964 
2022-01-25,완료,y12-17,1601719 
2022-01-24,완료,y12-17,1591728 
2022-01-23,완료,y12-17,1577170 
2022-01-22,완료,y12-17,1576474 
2022-01-21,완료,y12-17,1566885 
2022-01-20,완료,y12-17,1539122 
2022-01-19,완료,y12-17,1516508 
2022-01-18,완료,y12-17,1494288 
2022-01-17,완료,y12-17,1474324 
2022-01-16,완료,y12-17,1442516 
2022-01-15,완료,y12-17,1441038 
2022-01-14,완료,y12-17,1427357 
2022-01-13,완료,y12-17,1388285 
2022-01-12,완료,y12-17,1351812 
2022-01-11,완료,y12-17,1313756 
2022-01-10,완료,y12-17,1287318 
2022-01-09,완료,y12-17,1243166 
2022-01-08,완료,y12-17,1241618 
2022-01-07,완료,y12-17,1207799 
2022-01-06,완료,y12-17,1162321 
2022-01-05,완료,y12-17,1123172 
2022-01-04,완료,y12-17,1090682 
2022-01-02,완료,y12-17,1074377 
2022-01-01,완료,y12-17,1405077 
2021-12-31,완료,y12-17,1402711 
2021-12-30,완료,y12-17,1379524 
2021-12-29,완료,y12-17,1358765 
2021-12-28,완료,y12-17,1338211 
2021-12-26,완료,y12-17,1324099 
2021-12-25,완료,y12-17,1296387 
2021-12-24,완료,y12-17,1294936 
2021-12-23,완료,y12-17,1280750 
2021-12-22,완료,y12-17,1266314 
2021-12-21,완료,y12-17,1248859 
2021-12-19,완료,y12-17,1235769 
2021-12-18,완료,y12-17,1212371 
2021-12-17,완료,y12-17,1187141 
2021-12-16,완료,y12-17,1145478 
2021-12-15,완료,y12-17,1110236 
2021-12-14,완료,y12-17,1077235 
2021-12-12,완료,y12-17,1061435 
2021-12-11,완료,y12-17,1029602 
2021-12-10,완료,y12-17,1009447 
2021-12-09,완료,y12-17,973132 
2021-12-08,완료,y12-17,943706 
2021-12-07,완료,y12-17,916331 
2021-12-06,완료,y12-17,900549 
2021-12-05,완료,y12-17,864940 
2021-12-04,완료,y12-17,864086 
2021-12-03,완료,y12-17,825584 
2021-12-02,완료,y12-17,773142 
2021-12-01,완료,y12-17,734004 
2021-11-30,완료,y12-17,689458 
2021-11-29,완료,y12-17,666473 
2021-11-28,완료,y12-17,589369 
2021-11-27,완료,y12-17,588629 
2021-11-26,완료,y12-17,559243 
2021-11-25,완료,y12-17,517944 
2021-11-24,완료,y12-17,478301 
2021-11-23,완료,y12-17,442017 
2021-11-22,완료,y12-17,426556 
2021-11-21,완료,y12-17,373083 
2021-11-20,완료,y12-17,372202 
2021-11-19,완료,y12-17,354263 
2021-11-18,완료,y12-17,326419 
2021-11-17,완료,y12-17,297059 
2021-11-16,완료,y12-17,260439 
2021-11-15,완료,y12-17,247291 
2021-11-14,완료,y12-17,204749 
2021-11-13,완료,y12-17,203300 
2021-11-12,완료,y12-17,170315 
2021-11-11,완료,y12-17,133885 
2021-11-10,완료,y12-17,100270 
2021-11-09,완료,y12-17,61692 
2021-11-08,완료,y12-17,49911 
2021-11-07,완료,y12-17,16923 
2021-11-06,완료,y12-17,16919 
2021-11-05,완료,y12-17,16859 
2021-11-04,완료,y12-17,16757 
2021-11-03,완료,y12-17,16702 
2021-11-02,완료,y12-17,16660 
2021-11-01,완료,y12-17,16612 
2021-10-31,완료,y12-17,16557 
2022-02-17,완료,y18-29,7165833 
2022-02-16,완료,y18-29,7163332 
2022-02-15,완료,y18-29,7161009 
2022-02-14,완료,y18-29,7158441 
2022-02-13,완료,y18-29,7154825 
2022-02-12,완료,y18-29,7154686 
2022-02-11,완료,y18-29,7152941 
2022-02-10,완료,y18-29,7149530 
2022-02-09,완료,y18-29,7146834 
2022-02-08,완료,y18-29,7144154 
2022-02-07,완료,y18-29,7140806 
2022-02-06,완료,y18-29,7135600 
2022-02-05,완료,y18-29,7135404 
2022-02-04,완료,y18-29,7132601 
2022-02-03,완료,y18-29,7126230 
2022-02-02,완료,y18-29,7116577 
2022-02-01,완료,y18-29,7116428 
2022-01-31,완료,y18-29,7116383 
2022-01-30,완료,y18-29,7116091 
2022-01-29,완료,y18-29,7115787 
2022-01-28,완료,y18-29,7112127 
2022-01-27,완료,y18-29,7105812 
2022-01-26,완료,y18-29,7101173 
2022-01-25,완료,y18-29,7096577 
2022-01-24,완료,y18-29,7090875 
2022-01-23,완료,y18-29,7082100 
2022-01-22,완료,y18-29,7081710 
2022-01-21,완료,y18-29,7078613 
2022-01-20,완료,y18-29,7069629 
2022-01-19,완료,y18-29,7062668 
2022-01-18,완료,y18-29,7055178 
2022-01-17,완료,y18-29,7046603 
2022-01-16,완료,y18-29,7032016 
2022-01-15,완료,y18-29,7031282 
2022-01-14,완료,y18-29,7025640 
2022-01-13,완료,y18-29,7011432 
2022-01-12,완료,y18-29,6998867 
2022-01-11,완료,y18-29,6983896 
2022-01-10,완료,y18-29,6969337 
2022-01-09,완료,y18-29,6946359 
2022-01-08,완료,y18-29,6945261 
2022-01-07,완료,y18-29,6932609 
2022-01-06,완료,y18-29,6914697 
2022-01-05,완료,y18-29,6900532 
2022-01-04,완료,y18-29,6887301 
2022-01-02,완료,y18-29,6875366 
2022-01-01,완료,y18-29,7154914 
2021-12-31,완료,y18-29,7153283 
2021-12-30,완료,y18-29,7142024 
2021-12-29,완료,y18-29,7132486 
2021-12-28,완료,y18-29,7122020 
2021-12-26,완료,y18-29,7109617 
2021-12-25,완료,y18-29,7092746 
2021-12-24,완료,y18-29,7091312 
2021-12-23,완료,y18-29,7080938 
2021-12-22,완료,y18-29,7073041 
2021-12-21,완료,y18-29,7063925 
2021-12-19,완료,y18-29,7053340 
2021-12-18,완료,y18-29,7039077 
2021-12-17,완료,y18-29,7032462 
2021-12-16,완료,y18-29,7018091 
2021-12-15,완료,y18-29,7007005 
2021-12-14,완료,y18-29,6996245 
2021-12-12,완료,y18-29,6983393 
2021-12-11,완료,y18-29,6968616 
2021-12-10,완료,y18-29,6962469 
2021-12-09,완료,y18-29,6946182 
2021-12-08,완료,y18-29,6935410 
2021-12-07,완료,y18-29,6926414 
2021-12-06,완료,y18-29,6916102 
2021-12-05,완료,y18-29,6904042 
2021-12-04,완료,y18-29,6903575 
2021-12-03,완료,y18-29,6897632 
2021-12-02,완료,y18-29,6885010 
2021-12-01,완료,y18-29,6877348 
2021-11-30,완료,y18-29,6869708 
2021-11-29,완료,y18-29,6861135 
2021-11-28,완료,y18-29,6849536 
2021-11-27,완료,y18-29,6849111 
2021-11-26,완료,y18-29,6842182 
2021-11-25,완료,y18-29,6827421 
2021-11-24,완료,y18-29,6817672 
2021-11-23,완료,y18-29,6807945 
2021-11-22,완료,y18-29,6796981 
2021-11-21,완료,y18-29,6783250 
2021-11-20,완료,y18-29,6782704 
2021-11-19,완료,y18-29,6774791 
2021-11-18,완료,y18-29,6759079 
2021-11-17,완료,y18-29,6748316 
2021-11-16,완료,y18-29,6737270 
2021-11-15,완료,y18-29,6724636 
2021-11-14,완료,y18-29,6708212 
2021-11-13,완료,y18-29,6707406 
2021-11-12,완료,y18-29,6689137 
2021-11-11,완료,y18-29,6655735 
2021-11-10,완료,y18-29,6631474 
2021-11-09,완료,y18-29,6609357 
2021-11-08,완료,y18-29,6577618 
2021-11-07,완료,y18-29,6538020 
2021-11-06,완료,y18-29,6536044 
2021-11-05,완료,y18-29,6513233 
2021-11-04,완료,y18-29,6462575 
2021-11-03,완료,y18-29,6420023 
2021-11-02,완료,y18-29,6392392 
2021-11-01,완료,y18-29,6362470 
2021-10-31,완료,y18-29,6316998 
2022-02-17,완료,y30-39,6245029 
2022-02-16,완료,y30-39,6242993 
2022-02-15,완료,y30-39,6241249 
2022-02-14,완료,y30-39,6239203 
2022-02-13,완료,y30-39,6236130 
2022-02-12,완료,y30-39,6236033 
2022-02-11,완료,y30-39,6233859 
2022-02-10,완료,y30-39,6229898 
2022-02-09,완료,y30-39,6227172 
2022-02-08,완료,y30-39,6224599 
2022-02-07,완료,y30-39,6221431 
2022-02-06,완료,y30-39,6216485 
2022-02-05,완료,y30-39,6216288 
2022-02-04,완료,y30-39,6212762 
2022-02-03,완료,y30-39,6205303 
2022-02-02,완료,y30-39,6195652 
2022-02-01,완료,y30-39,6195493 
2022-01-31,완료,y30-39,6195453 
2022-01-30,완료,y30-39,6195173 
2022-01-29,완료,y30-39,6194928 
2022-01-28,완료,y30-39,6190802 
2022-01-27,완료,y30-39,6183590 
2022-01-26,완료,y30-39,6178885 
2022-01-25,완료,y30-39,6174652 
2022-01-24,완료,y30-39,6169553 
2022-01-23,완료,y30-39,6162373 
2022-01-22,완료,y30-39,6162027 
