Date,Dose,Age,Cumul
2022-01-21,완료,y30-39,6158841 
2022-01-20,완료,y30-39,6149796 
2022-01-19,완료,y30-39,6144084 
2022-01-18,완료,y30-39,6138655 
2022-01-17,완료,y30-39,6132101 
2022-01-16,완료,y30-39,6121786 
2022-01-15,완료,y30-39,6121189 
2022-01-14,완료,y30-39,6115453 
2022-01-13,완료,y30-39,6101095 
2022-01-12,완료,y30-39,6090741 
2022-01-11,완료,y30-39,6080227 
2022-01-10,완료,y30-39,6068515 
2022-01-09,완료,y30-39,6050994 
2022-01-08,완료,y30-39,6050075 
2022-01-07,완료,y30-39,6038658 
2022-01-06,완료,y30-39,6020850 
2022-01-05,완료,y30-39,6008624 
2022-01-04,완료,y30-39,5997403 
2022-01-02,완료,y30-39,5986634 
2022-01-01,완료,y30-39,6054788 
2021-12-31,완료,y30-39,6053345 
2021-12-30,완료,y30-39,6042599 
2021-12-29,완료,y30-39,6035514 
2021-12-28,완료,y30-39,6028365 
2021-12-26,완료,y30-39,6020236 
2021-12-25,완료,y30-39,6009057 
2021-12-24,완료,y30-39,6007920 
2021-12-23,완료,y30-39,5998798 
2021-12-22,완료,y30-39,5992934 
2021-12-21,완료,y30-39,5986878 
2021-12-19,완료,y30-39,5979754 
2021-12-18,완료,y30-39,5969927 
2021-12-17,완료,y30-39,5964616 
2021-12-16,완료,y30-39,5953377 
2021-12-15,완료,y30-39,5945428 
2021-12-14,완료,y30-39,5938548 
2021-12-12,완료,y30-39,5930531 
2021-12-11,완료,y30-39,5921143 
2021-12-10,완료,y30-39,5916390 
2021-12-09,완료,y30-39,5905662 
2021-12-08,완료,y30-39,5898397 
2021-12-07,완료,y30-39,5892001 
2021-12-06,완료,y30-39,5884775 
2021-12-05,완료,y30-39,5876349 
2021-12-04,완료,y30-39,5875975 
2021-12-03,완료,y30-39,5871212 
2021-12-02,완료,y30-39,5860642 
2021-12-01,완료,y30-39,5854719 
2021-11-30,완료,y30-39,5849493 
2021-11-29,완료,y30-39,5843366 
2021-11-28,완료,y30-39,5835511 
2021-11-27,완료,y30-39,5835193 
2021-11-26,완료,y30-39,5829830 
2021-11-25,완료,y30-39,5817830 
2021-11-24,완료,y30-39,5810624 
2021-11-23,완료,y30-39,5804315 
2021-11-22,완료,y30-39,5797243 
2021-11-21,완료,y30-39,5788233 
2021-11-20,완료,y30-39,5787880 
2021-11-19,완료,y30-39,5781678 
2021-11-18,완료,y30-39,5768253 
2021-11-17,완료,y30-39,5759810 
2021-11-16,완료,y30-39,5752361 
2021-11-15,완료,y30-39,5743667 
2021-11-14,완료,y30-39,5732008 
2021-11-13,완료,y30-39,5731503 
2021-11-12,완료,y30-39,5714578 
2021-11-11,완료,y30-39,5684360 
2021-11-10,완료,y30-39,5663840 
2021-11-09,완료,y30-39,5647948 
2021-11-08,완료,y30-39,5624606 
2021-11-07,완료,y30-39,5595252 
2021-11-06,완료,y30-39,5594052 
2021-11-05,완료,y30-39,5575047 
2021-11-04,완료,y30-39,5527459 
2021-11-03,완료,y30-39,5489696 
2021-11-02,완료,y30-39,5469939 
2021-11-01,완료,y30-39,5447985 
2021-10-31,완료,y30-39,5415965 
2022-02-17,완료,y40-49,7625051 
2022-02-16,완료,y40-49,7623709 
2022-02-15,완료,y40-49,7622398 
2022-02-14,완료,y40-49,7621083 
2022-02-13,완료,y40-49,7618848 
2022-02-12,완료,y40-49,7618798 
2022-02-11,완료,y40-49,7617580 
2022-02-10,완료,y40-49,7615201 
2022-02-09,완료,y40-49,7613365 
2022-02-08,완료,y40-49,7611641 
2022-02-07,완료,y40-49,7609373 
2022-02-06,완료,y40-49,7606031 
2022-02-05,완료,y40-49,7605926 
2022-02-04,완료,y40-49,7603750 
2022-02-03,완료,y40-49,7598705 
2022-02-02,완료,y40-49,7591237 
2022-02-01,완료,y40-49,7591145 
2022-01-31,완료,y40-49,7591126 
2022-01-30,완료,y40-49,7590984 
2022-01-29,완료,y40-49,7590816 
2022-01-28,완료,y40-49,7588147 
2022-01-27,완료,y40-49,7583594 
2022-01-26,완료,y40-49,7580415 
2022-01-25,완료,y40-49,7577374 
2022-01-24,완료,y40-49,7573459 
2022-01-23,완료,y40-49,7568118 
2022-01-22,완료,y40-49,7567880 
2022-01-21,완료,y40-49,7566001 
2022-01-20,완료,y40-49,7559802 
2022-01-19,완료,y40-49,7555798 
2022-01-18,완료,y40-49,7551579 
2022-01-17,완료,y40-49,7546515 
2022-01-16,완료,y40-49,7539047 
2022-01-15,완료,y40-49,7538699 
2022-01-14,완료,y40-49,7534854 
2022-01-13,완료,y40-49,7524439 
2022-01-12,완료,y40-49,7516884 
2022-01-11,완료,y40-49,7508799 
2022-01-10,완료,y40-49,7499908 
2022-01-09,완료,y40-49,7487035 
2022-01-08,완료,y40-49,7486511 
2022-01-07,완료,y40-49,7478644 
2022-01-06,완료,y40-49,7466160 
2022-01-05,완료,y40-49,7457253 
2022-01-04,완료,y40-49,7448660 
2022-01-02,완료,y40-49,7440355 
2022-01-01,완료,y40-49,7520930 
2021-12-31,완료,y40-49,7520100 
2021-12-30,완료,y40-49,7512780 
2021-12-29,완료,y40-49,7507714 
2021-12-28,완료,y40-49,7502577 
2021-12-26,완료,y40-49,7496954 
2021-12-25,완료,y40-49,7489382 
2021-12-24,완료,y40-49,7488676 
2021-12-23,완료,y40-49,7482311 
2021-12-22,완료,y40-49,7477994 
2021-12-21,완료,y40-49,7473543 
2021-12-19,완료,y40-49,7468260 
2021-12-18,완료,y40-49,7461163 
2021-12-17,완료,y40-49,7457453 
2021-12-16,완료,y40-49,7449448 
2021-12-15,완료,y40-49,7443959 
2021-12-14,완료,y40-49,7438784 
2021-12-12,완료,y40-49,7432631 
2021-12-11,완료,y40-49,7425979 
2021-12-10,완료,y40-49,7422791 
2021-12-09,완료,y40-49,7415509 
2021-12-08,완료,y40-49,7410784 
2021-12-07,완료,y40-49,7406264 
2021-12-06,완료,y40-49,7401180 
2021-12-05,완료,y40-49,7395377 
2021-12-04,완료,y40-49,7395165 
2021-12-03,완료,y40-49,7391841 
2021-12-02,완료,y40-49,7384540 
2021-12-01,완료,y40-49,7380401 
2021-11-30,완료,y40-49,7376344 
2021-11-29,완료,y40-49,7371501 
2021-11-28,완료,y40-49,7365933 
2021-11-27,완료,y40-49,7365759 
2021-11-26,완료,y40-49,7361889 
2021-11-25,완료,y40-49,7353375 
2021-11-24,완료,y40-49,7348325 
2021-11-23,완료,y40-49,7343504 
2021-11-22,완료,y40-49,7338028 
2021-11-21,완료,y40-49,7331567 
2021-11-20,완료,y40-49,7331313 
2021-11-19,완료,y40-49,7326515 
2021-11-18,완료,y40-49,7316641 
2021-11-17,완료,y40-49,7310558 
2021-11-16,완료,y40-49,7304484 
2021-11-15,완료,y40-49,7297505 
2021-11-14,완료,y40-49,7288387 
2021-11-13,완료,y40-49,7287989 
2021-11-12,완료,y40-49,7273083 
2021-11-11,완료,y40-49,7248467 
2021-11-10,완료,y40-49,7232815 
2021-11-09,완료,y40-49,7218232 
2021-11-08,완료,y40-49,7194949 
2021-11-07,완료,y40-49,7166850 
2021-11-06,완료,y40-49,7165947 
2021-11-05,완료,y40-49,7146888 
2021-11-04,완료,y40-49,7099996 
2021-11-03,완료,y40-49,7065864 
2021-11-02,완료,y40-49,7046142 
2021-11-01,완료,y40-49,7022488 
2021-10-31,완료,y40-49,6988379 
2022-02-17,완료,y50-59,8366145 
2022-02-16,완료,y50-59,8365138 
2022-02-15,완료,y50-59,8364174 
2022-02-14,완료,y50-59,8363073 
2022-02-13,완료,y50-59,8361462 
2022-02-12,완료,y50-59,8361427 
2022-02-11,완료,y50-59,8360706 
2022-02-10,완료,y50-59,8359022 
2022-02-09,완료,y50-59,8357678 
2022-02-08,완료,y50-59,8356326 
2022-02-07,완료,y50-59,8354579 
2022-02-06,완료,y50-59,8351974 
2022-02-05,완료,y50-59,8351915 
2022-02-04,완료,y50-59,8350639 
2022-02-03,완료,y50-59,8347173 
2022-02-02,완료,y50-59,8341057 
2022-02-01,완료,y50-59,8341016 
2022-01-31,완료,y50-59,8341009 
2022-01-30,완료,y50-59,8340939 
2022-01-29,완료,y50-59,8340848 
2022-01-28,완료,y50-59,8339310 
2022-01-27,완료,y50-59,8336322 
2022-01-26,완료,y50-59,8334022 
2022-01-25,완료,y50-59,8331713 
2022-01-24,완료,y50-59,8328744 
2022-01-23,완료,y50-59,8324929 
2022-01-22,완료,y50-59,8324830 
2022-01-21,완료,y50-59,8323866 
2022-01-20,완료,y50-59,8319810 
2022-01-19,완료,y50-59,8316856 
2022-01-18,완료,y50-59,8313743 
2022-01-17,완료,y50-59,8309967 
2022-01-16,완료,y50-59,8304642 
2022-01-15,완료,y50-59,8304471 
2022-01-14,완료,y50-59,8302496 
2022-01-13,완료,y50-59,8295959 
2022-01-12,완료,y50-59,8290650 
2022-01-11,완료,y50-59,8284849 
2022-01-10,완료,y50-59,8278222 
2022-01-09,완료,y50-59,8269631 
2022-01-08,완료,y50-59,8269360 
2022-01-07,완료,y50-59,8265076 
2022-01-06,완료,y50-59,8257589 
2022-01-05,완료,y50-59,8251402 
2022-01-04,완료,y50-59,8245318 
2022-01-02,완료,y50-59,8239786 
2022-01-01,완료,y50-59,8234366 
2021-12-31,완료,y50-59,8234101 
2021-12-30,완료,y50-59,8229664 
2021-12-29,완료,y50-59,8226388 
2021-12-28,완료,y50-59,8223042 
2021-12-26,완료,y50-59,8219234 
2021-12-25,완료,y50-59,8214706 
2021-12-24,완료,y50-59,8214441 
2021-12-23,완료,y50-59,8210359 
2021-12-22,완료,y50-59,8207265 
2021-12-21,완료,y50-59,8203900 
2021-12-19,완료,y50-59,8200069 
2021-12-18,완료,y50-59,8195542 
2021-12-17,완료,y50-59,8193732 
2021-12-16,완료,y50-59,8188871 
2021-12-15,완료,y50-59,8185108 
2021-12-14,완료,y50-59,8181415 
2021-12-12,완료,y50-59,8177157 
2021-12-11,완료,y50-59,8173069 
2021-12-10,완료,y50-59,8171555 
2021-12-09,완료,y50-59,8167106 
2021-12-08,완료,y50-59,8164029 
2021-12-07,완료,y50-59,8161019 
2021-12-06,완료,y50-59,8157649 
2021-12-05,완료,y50-59,8154420 
2021-12-04,완료,y50-59,8154327 
2021-12-03,완료,y50-59,8152749 
2021-12-02,완료,y50-59,8148186 
2021-12-01,완료,y50-59,8145525 
2021-11-30,완료,y50-59,8142481 
2021-11-29,완료,y50-59,8138860 
2021-11-28,완료,y50-59,8135551 
2021-11-27,완료,y50-59,8135458 
2021-11-26,완료,y50-59,8133545 
2021-11-25,완료,y50-59,8128160 
2021-11-24,완료,y50-59,8124981 
2021-11-23,완료,y50-59,8121810 
2021-11-22,완료,y50-59,8118141 
2021-11-21,완료,y50-59,8114135 
2021-11-20,완료,y50-59,8114031 
2021-11-19,완료,y50-59,8111387 
2021-11-18,완료,y50-59,8105392 
2021-11-17,완료,y50-59,8101662 
2021-11-16,완료,y50-59,8097687 
2021-11-15,완료,y50-59,8093151 
2021-11-14,완료,y50-59,8087078 
2021-11-13,완료,y50-59,8086854 
2021-11-12,완료,y50-59,8073747 
2021-11-11,완료,y50-59,8057156 
2021-11-10,완료,y50-59,8048024 
2021-11-09,완료,y50-59,8037704 
2021-11-08,완료,y50-59,8015836 
2021-11-07,완료,y50-59,7994903 
2021-11-06,완료,y50-59,7994614 
2021-11-05,완료,y50-59,7990583 
2021-11-04,완료,y50-59,7980908 
2021-11-03,완료,y50-59,7974725 
2021-11-02,완료,y50-59,7968629 
2021-11-01,완료,y50-59,7960628 
2021-10-31,완료,y50-59,7953476 
2022-02-17,완료,y60-69,7199155 
2022-02-16,완료,y60-69,7198573 
2022-02-15,완료,y60-69,7197959 
2022-02-14,완료,y60-69,7197289 
2022-02-13,완료,y60-69,7196438 
2022-02-12,완료,y60-69,7196429 
2022-02-11,완료,y60-69,7196110 
2022-02-10,완료,y60-69,7195117 
2022-02-09,완료,y60-69,7194210 
2022-02-08,완료,y60-69,7193372 
2022-02-07,완료,y60-69,7192246 
2022-02-06,완료,y60-69,7190764 
2022-02-05,완료,y60-69,7190733 
2022-02-04,완료,y60-69,7190119 
2022-02-03,완료,y60-69,7188069 
2022-02-02,완료,y60-69,7184201 
2022-02-01,완료,y60-69,7184180 
2022-01-31,완료,y60-69,7184168 
2022-01-30,완료,y60-69,7184144 
2022-01-29,완료,y60-69,7184113 
2022-01-28,완료,y60-69,7183414 
2022-01-27,완료,y60-69,7181689 
2022-01-26,완료,y60-69,7180169 
2022-01-25,완료,y60-69,7178616 
2022-01-24,완료,y60-69,7176553 
2022-01-23,완료,y60-69,7174147 
2022-01-22,완료,y60-69,7174100 
2022-01-21,완료,y60-69,7173722 
2022-01-20,완료,y60-69,7171173 
2022-01-19,완료,y60-69,7169125 
2022-01-18,완료,y60-69,7167001 
2022-01-17,완료,y60-69,7164398 
2022-01-16,완료,y60-69,7161142 
2022-01-15,완료,y60-69,7161075 
2022-01-14,완료,y60-69,7160324 
2022-01-13,완료,y60-69,7156471 
2022-01-12,완료,y60-69,7152889 
2022-01-11,완료,y60-69,7149110 
2022-01-10,완료,y60-69,7145036 
2022-01-09,완료,y60-69,7139932 
2022-01-08,완료,y60-69,7139832 
2022-01-07,완료,y60-69,7137791 
2022-01-06,완료,y60-69,7133030 
2022-01-05,완료,y60-69,7128944 
2022-01-04,완료,y60-69,7125090 
2022-01-02,완료,y60-69,7121515 
2022-01-01,완료,y60-69,6826961 
2021-12-31,완료,y60-69,6826868 
2021-12-30,완료,y60-69,6824287 
2021-12-29,완료,y60-69,6822195 
2021-12-28,완료,y60-69,6820065 
2021-12-26,완료,y60-69,6817712 
2021-12-25,완료,y60-69,6815349 
2021-12-24,완료,y60-69,6815242 
2021-12-23,완료,y60-69,6812918 
2021-12-22,완료,y60-69,6810969 
2021-12-21,완료,y60-69,6808956 
2021-12-19,완료,y60-69,6806586 
2021-12-18,완료,y60-69,6804105 
2021-12-17,완료,y60-69,6803415 
2021-12-16,완료,y60-69,6800526 
2021-12-15,완료,y60-69,6798304 
2021-12-14,완료,y60-69,6795919 
2021-12-12,완료,y60-69,6793423 
2021-12-11,완료,y60-69,6790938 
2021-12-10,완료,y60-69,6790193 
2021-12-09,완료,y60-69,6787182 
2021-12-08,완료,y60-69,6785187 
2021-12-07,완료,y60-69,6783198 
2021-12-06,완료,y60-69,6780954 
2021-12-05,완료,y60-69,6779022 
2021-12-04,완료,y60-69,6778989 
2021-12-03,완료,y60-69,6778302 
2021-12-02,완료,y60-69,6775486 
2021-12-01,완료,y60-69,6773731 
2021-11-30,완료,y60-69,6771776 
2021-11-29,완료,y60-69,6769457 
2021-11-28,완료,y60-69,6767513 
2021-11-27,완료,y60-69,6767458 
2021-11-26,완료,y60-69,6766628 
2021-11-25,완료,y60-69,6763268 
2021-11-24,완료,y60-69,6761228 
2021-11-23,완료,y60-69,6759182 
2021-11-22,완료,y60-69,6756977 
2021-11-21,완료,y60-69,6754866 
2021-11-20,완료,y60-69,6754836 
2021-11-19,완료,y60-69,6753838 
2021-11-18,완료,y60-69,6750632 
2021-11-17,완료,y60-69,6748501 
2021-11-16,완료,y60-69,6746154 
2021-11-15,완료,y60-69,6743631 
2021-11-14,완료,y60-69,6740702 
2021-11-13,완료,y60-69,6740647 
2021-11-12,완료,y60-69,6736432 
2021-11-11,완료,y60-69,6728842 
2021-11-10,완료,y60-69,6724596 
2021-11-09,완료,y60-69,6719428 
2021-11-08,완료,y60-69,6708298 
2021-11-07,완료,y60-69,6699117 
2021-11-06,완료,y60-69,6699006 
2021-11-05,완료,y60-69,6697613 
2021-11-04,완료,y60-69,6692937 
2021-11-03,완료,y60-69,6689791 
2021-11-02,완료,y60-69,6686610 
2021-11-01,완료,y60-69,6682085 
2021-10-31,완료,y60-69,6678745 
2022-02-17,완료,y70-79,3723716 
2022-02-16,완료,y70-79,3723473 
2022-02-15,완료,y70-79,3723238 
2022-02-14,완료,y70-79,3722948 
2022-02-13,완료,y70-79,3722630 
2022-02-12,완료,y70-79,3722626 
2022-02-11,완료,y70-79,3722518 
2022-02-10,완료,y70-79,3722165 
2022-02-09,완료,y70-79,3721784 
2022-02-08,완료,y70-79,3721416 
2022-02-07,완료,y70-79,3720919 
2022-02-06,완료,y70-79,3720425 
2022-02-05,완료,y70-79,3720422 
2022-02-04,완료,y70-79,3720228 
2022-02-03,완료,y70-79,3719513 
2022-02-02,완료,y70-79,3718248 
2022-02-01,완료,y70-79,3718242 
2022-01-31,완료,y70-79,3718240 
2022-01-30,완료,y70-79,3718232 
2022-01-29,완료,y70-79,3718223 
2022-01-28,완료,y70-79,3718079 
2022-01-27,완료,y70-79,3717556 
2022-01-26,완료,y70-79,3717027 
2022-01-25,완료,y70-79,3716409 
2022-01-24,완료,y70-79,3715650 
2022-01-23,완료,y70-79,3714864 
2022-01-22,완료,y70-79,3714856 
2022-01-21,완료,y70-79,3714772 
2022-01-20,완료,y70-79,3713997 
2022-01-19,완료,y70-79,3713187 
2022-01-18,완료,y70-79,3712414 
2022-01-17,완료,y70-79,3711475 
2022-01-16,완료,y70-79,3710407 
2022-01-15,완료,y70-79,3710399 
2022-01-14,완료,y70-79,3710260 
2022-01-13,완료,y70-79,3709076 
2022-01-12,완료,y70-79,3707771 
2022-01-11,완료,y70-79,3706416 
2022-01-10,완료,y70-79,3704950 
2022-01-09,완료,y70-79,3703314 
2022-01-08,완료,y70-79,3703307 
2022-01-07,완료,y70-79,3702896 
2022-01-06,완료,y70-79,3701330 
2022-01-05,완료,y70-79,3699933 
2022-01-04,완료,y70-79,3698565 
2022-01-02,완료,y70-79,3697370 
2022-01-01,완료,y70-79,3520960 
2021-12-31,완료,y70-79,3520933 
2021-12-30,완료,y70-79,3519925 
2021-12-29,완료,y70-79,3518953 
2021-12-28,완료,y70-79,3518005 
2021-12-26,완료,y70-79,3516957 
2021-12-25,완료,y70-79,3516041 
2021-12-24,완료,y70-79,3516014 
2021-12-23,완료,y70-79,3515001 
2021-12-22,완료,y70-79,3514092 
2021-12-21,완료,y70-79,3513215 
2021-12-19,완료,y70-79,3512153 
2021-12-18,완료,y70-79,3511190 
2021-12-17,완료,y70-79,3510992 
2021-12-16,완료,y70-79,3509834 
2021-12-15,완료,y70-79,3508939 
2021-12-14,완료,y70-79,3508026 
2021-12-12,완료,y70-79,3507004 
2021-12-11,완료,y70-79,3506153 
2021-12-10,완료,y70-79,3505919 
2021-12-09,완료,y70-79,3504694 
2021-12-08,완료,y70-79,3503827 
2021-12-07,완료,y70-79,3502934 
2021-12-06,완료,y70-79,3502010 
2021-12-05,완료,y70-79,3501291 
2021-12-04,완료,y70-79,3501284 
2021-12-03,완료,y70-79,3501061 
2021-12-02,완료,y70-79,3499896 
2021-12-01,완료,y70-79,3499108 
2021-11-30,완료,y70-79,3498327 
2021-11-29,완료,y70-79,3497372 
2021-11-28,완료,y70-79,3496662 
2021-11-27,완료,y70-79,3496649 
2021-11-26,완료,y70-79,3496379 
2021-11-25,완료,y70-79,3495084 
2021-11-24,완료,y70-79,3494161 
2021-11-23,완료,y70-79,3493304 
2021-11-22,완료,y70-79,3492428 
2021-11-21,완료,y70-79,3491677 
2021-11-20,완료,y70-79,3491668 
2021-11-19,완료,y70-79,3491381 
2021-11-18,완료,y70-79,3490279 
2021-11-17,완료,y70-79,3489394 
2021-11-16,완료,y70-79,3488443 
2021-11-15,완료,y70-79,3487485 
2021-11-14,완료,y70-79,3486443 
2021-11-13,완료,y70-79,3486431 
2021-11-12,완료,y70-79,3485591 
2021-11-11,완료,y70-79,3483536 
2021-11-10,완료,y70-79,3482130 
2021-11-09,완료,y70-79,3480425 
2021-11-08,완료,y70-79,3476728 
2021-11-07,완료,y70-79,3474109 
2021-11-06,완료,y70-79,3474099 
2021-11-05,완료,y70-79,3473796 
2021-11-04,완료,y70-79,3472352 
2021-11-03,완료,y70-79,3471266 
2021-11-02,완료,y70-79,3470133 
2021-11-01,완료,y70-79,3468707 
2021-10-31,완료,y70-79,3467768 
2022-02-17,완료,y80,2208335 
2022-02-16,완료,y80,2208054 
2022-02-15,완료,y80,2207736 
2022-02-14,완료,y80,2207430 
2022-02-13,완료,y80,2207141 
2022-02-12,완료,y80,2207137 
2022-02-11,완료,y80,2207025 
2022-02-10,완료,y80,2206686 
2022-02-09,완료,y80,2206264 
2022-02-08,완료,y80,2205827 
2022-02-07,완료,y80,2205318 
2022-02-06,완료,y80,2204897 
2022-02-05,완료,y80,2204895 
2022-02-04,완료,y80,2204736 
2022-02-03,완료,y80,2204136 
2022-02-02,완료,y80,2203075 
2022-02-01,완료,y80,2203071 
2022-01-31,완료,y80,2203070 
2022-01-30,완료,y80,2203066 
2022-01-29,완료,y80,2203062 
2022-01-28,완료,y80,2202982 
2022-01-27,완료,y80,2202507 
2022-01-26,완료,y80,2201977 
2022-01-25,완료,y80,2201355 
2022-01-24,완료,y80,2200606 
2022-01-23,완료,y80,2199984 
2022-01-22,완료,y80,2199974 
2022-01-21,완료,y80,2199976 
2022-01-20,완료,y80,2199239 
2022-01-19,완료,y80,2198405 
2022-01-18,완료,y80,2197592 
2022-01-17,완료,y80,2196745 
2022-01-16,완료,y80,2195878 
2022-01-15,완료,y80,2195873 
2022-01-14,완료,y80,2195904 
2022-01-13,완료,y80,2194855 
2022-01-12,완료,y80,2193744 
2022-01-11,완료,y80,2192635 
2022-01-10,완료,y80,2191355 
2022-01-09,완료,y80,2190019 
2022-01-08,완료,y80,2190022 
2022-01-07,완료,y80,2189898 
2022-01-06,완료,y80,2188806 
2022-01-05,완료,y80,2187663 
2022-01-04,완료,y80,2186739 
2022-01-02,완료,y80,2186093 
2022-01-01,완료,y80,1883619 
2021-12-31,완료,y80,1883599 
2021-12-30,완료,y80,1882713 
2021-12-29,완료,y80,1881721 
2021-12-28,완료,y80,1880705 
2021-12-26,완료,y80,1879616 
2021-12-25,완료,y80,1878892 
2021-12-24,완료,y80,1878874 
2021-12-23,완료,y80,1878064 
2021-12-22,완료,y80,1877209 
2021-12-21,완료,y80,1876404 
2021-12-19,완료,y80,1875401 
2021-12-18,완료,y80,1874660 
2021-12-17,완료,y80,1874496 
2021-12-16,완료,y80,1873440 
2021-12-15,완료,y80,1872557 
2021-12-14,완료,y80,1871710 
2021-12-12,완료,y80,1870872 
2021-12-11,완료,y80,1870236 
2021-12-10,완료,y80,1870062 
2021-12-09,완료,y80,1869128 
2021-12-08,완료,y80,1868405 
2021-12-07,완료,y80,1867685 
2021-12-06,완료,y80,1866987 
2021-12-05,완료,y80,1866447 
2021-12-04,완료,y80,1866446 
2021-12-03,완료,y80,1866290 
2021-12-02,완료,y80,1865446 
2021-12-01,완료,y80,1864784 
2021-11-30,완료,y80,1864068 
2021-11-29,완료,y80,1863251 
2021-11-28,완료,y80,1862678 
2021-11-27,완료,y80,1862667 
2021-11-26,완료,y80,1862510 
2021-11-25,완료,y80,1861466 
2021-11-24,완료,y80,1860629 
2021-11-23,완료,y80,1859881 
2021-11-22,완료,y80,1859226 
2021-11-21,완료,y80,1858722 
2021-11-20,완료,y80,1858719 
2021-11-19,완료,y80,1858523 
2021-11-18,완료,y80,1857749 
2021-11-17,완료,y80,1857086 
2021-11-16,완료,y80,1856381 
2021-11-15,완료,y80,1855658 
2021-11-14,완료,y80,1855004 
2021-11-13,완료,y80,1855001 
2021-11-12,완료,y80,1854527 
2021-11-11,완료,y80,1853412 
2021-11-10,완료,y80,1852431 
2021-11-09,완료,y80,1851248 
2021-11-08,완료,y80,1848863 
2021-11-07,완료,y80,1847316 
2021-11-06,완료,y80,1847315 
2021-11-05,완료,y80,1847105 
2021-11-04,완료,y80,1846301 
2021-11-03,완료,y80,1845512 
2021-11-02,완료,y80,1844727 
2021-11-01,완료,y80,1843747 
2021-10-31,완료,y80,1843314 
2022-02-17,3차,y12,0 
2022-02-16,3차,y12,0 
2022-02-15,3차,y12,0 
2022-02-14,3차,y12,0 
2022-02-13,3차,y12,0 
2022-02-12,3차,y12,0 
2022-02-11,3차,y12,0 
2022-02-10,3차,y12,0 
2022-02-09,3차,y12,0 
2022-02-08,3차,y12,0 
2022-02-07,3차,y12,0 
2022-02-06,3차,y12,0 
2022-02-05,3차,y12,0 
2022-02-04,3차,y12,0 
2022-02-03,3차,y12,0 
2022-02-02,3차,y12,0 
2022-02-01,3차,y12,0 
2022-01-31,3차,y12,0 
2022-01-30,3차,y12,0 
2022-01-29,3차,y12,0 
2022-01-28,3차,y12,0 
